metric,title_ko,unit,family,aging_hint,n,cycle_start,cycle_end,early_median,late_median,delta_late_early,pct_change,slope_per_100,trend_label,vs_expectation,note
SoHQ,용량 유지율,%,capacity,decrease,30,7.0,241.0,97.55462683113764,86.55695506934102,-10.997671761796624,-11.273347168692535,-4.171292795193025,flat,stable,"용량 유지율: early=97.55 → late=86.56 (Δ=-11, -4.171%/100cyc) → flat · stable"
CE,쿨롱 효율,%,capacity,decrease,30,7.0,241.0,102.12946801244593,116.92256602594156,14.793098013495637,14.484651982807634,6.1282836154354685,increasing,opposite_aging,"쿨롱 효율: early=102.1 → late=116.9 (Δ=+14.79, +6.128%/100cyc) → increasing · opposite_aging"
VE,전압 효율,1,capacity,decrease,30,7.0,241.0,0.907087618977414,0.8635342504886381,-0.04355336848877589,-4.801451103243462,-0.01755623566063845,flat,stable,"전압 효율: early=0.9071 → late=0.8635 (Δ=-0.04355, -0.017561/100cyc) → flat · stable"
EE,에너지 효율,1,capacity,decrease,30,7.0,241.0,0.925583350759154,1.009826516422576,0.08424316566342194,9.101629323207527,0.03493680829165207,flat,stable,"에너지 효율: early=0.9256 → late=1.01 (Δ=+0.08424, +0.034941/100cyc) → flat · stable"
Q_relax_pct,완화 용량 회복,%,capacity,increase,30,7.0,241.0,-0.4858931902647807,0.0484019296235961,0.5342951198883769,109.96143403393248,0.2863853510653336,increasing,matches_aging,"완화 용량 회복: early=-0.4859 → late=0.0484 (Δ=+0.5343, +0.2864%/100cyc) → increasing · matches_aging"
R_ohmic_soc50,옴 저항 (SOC50),mΩ,resistance,increase,30,7.0,241.0,1.0703496538759116,2.6150204926971474,1.5446708388212358,144.31460160964497,0.7422443092682512,increasing,matches_aging,"옴 저항 (SOC50): early=1.07 → late=2.615 (Δ=+1.545, +0.7422mΩ/100cyc) → increasing · matches_aging"
R_ct_soc50,전하전달 저항 (SOC50),mΩ,resistance,increase,30,7.0,241.0,0.7265732163273985,0.8791094097962288,0.1525361934688303,20.99391913176394,0.06404766644939086,increasing,matches_aging,"전하전달 저항 (SOC50): early=0.7266 → late=0.8791 (Δ=+0.1525, +0.06405mΩ/100cyc) → increasing · matches_aging"
tau_ct_soc50,Rct 시정수 τ,s,resistance,either,0,,,,,,,,insufficient_data,n/a,
mech_vs_chem_ratio,기계/화학 비,1,resistance,increase,30,7.0,241.0,1.4731476881107677,2.974624618457093,1.5014769303463253,101.92304155681013,0.7621110179334011,increasing,matches_aging,"기계/화학 비: early=1.473 → late=2.975 (Δ=+1.501, +0.76211/100cyc) → increasing · matches_aging"
R_ohmic_growth_100,RΩ 성장률 /100cyc,mΩ/100cyc,resistance,either,17,120.0,241.0,1.033318783859191,0.7355575422958265,-0.2977612415633646,-28.81600975560511,-0.2983518564628932,decreasing,context,"RΩ 성장률 /100cyc: early=1.033 → late=0.7356 (Δ=-0.2978, -0.2984mΩ/100cyc/100cyc) → decreasing · context"
R_ohmic_frac_soc50,RΩ / R30s 분율,1,resistance,increase,0,,,,,,,,insufficient_data,n/a,
EoC_dchgR_10s,EoC 방전 10s DCIR,mΩ,resistance,increase,30,7.0,241.0,0.1677784812235623,0.1887903377995871,0.021011856576024807,12.523570616917688,0.021808838487896262,increasing,matches_aging,"EoC 방전 10s DCIR: early=0.1678 → late=0.1888 (Δ=+0.02101, +0.02181mΩ/100cyc) → increasing · matches_aging"
hyst_area_low,저SOC 히스테리시스,V,shape,increase,30,7.0,241.0,0.0876445270103369,0.0456107612693982,-0.0420337657409387,-47.959373134595374,-0.017112270075751425,decreasing,opposite_aging,"저SOC 히스테리시스: early=0.08764 → late=0.04561 (Δ=-0.04203, -0.01711V/100cyc) → decreasing · opposite_aging"
hyst_area_high,고SOC 히스테리시스,V,shape,increase,30,7.0,241.0,0.2139455665610298,0.2329808785895238,0.019035312028493984,8.897268746657574,0.008333679297383,flat,stable,"고SOC 히스테리시스: early=0.2139 → late=0.233 (Δ=+0.01904, +0.008334V/100cyc) → flat · stable"
dchg_plateau_width,방전 플래토 폭,Q-units,shape,decrease,30,7.0,241.0,17.112931863727454,14.083619238476947,-3.0293126252505065,-17.701891466484675,-1.0186982192209137,decreasing,matches_aging,"방전 플래토 폭: early=17.11 → late=14.08 (Δ=-3.029, -1.019Q-units/100cyc) → decreasing · matches_aging"
delta_dchg_plateau_V,방전 플래토 ΔV,V,shape,either,30,7.0,241.0,-0.0308622967000293,-0.1010043535463669,-0.0701420568463376,-227.27426130366706,-0.029869942095732224,decreasing,context,"방전 플래토 ΔV: early=-0.03086 → late=-0.101 (Δ=-0.07014, -0.02987V/100cyc) → decreasing · context"
chg_dQdV_peak1_V,충전 dQ/dV 피크1 V,V,shape,either,28,8.0,241.0,3.483202613522413,3.752369035332324,0.26916642180991124,7.727555691562681,0.07061760421663575,flat,context,"충전 dQ/dV 피크1 V: early=3.483 → late=3.752 (Δ=+0.2692, +0.07062V/100cyc) → flat · context"
LAM_curve_proxy,LAM 곡선 proxy,%,shape,either,30,7.0,241.0,-1.9969687649336487,-11.936877907318324,-9.939909142384675,-497.7498555274067,-3.997526118791688,decreasing,context,"LAM 곡선 proxy: early=-1.997 → late=-11.94 (Δ=-9.94, -3.998%/100cyc) → decreasing · context"
LLI_curve_proxy,LLI 곡선 proxy,%,shape,either,30,7.0,241.0,-0.0455078848592711,1.8737614361053487,1.9192693209646199,4217.443475783992,0.49651643669980583,increasing,context,"LLI 곡선 proxy: early=-0.04551 → late=1.874 (Δ=+1.919, +0.4965%/100cyc) → increasing · context"
RCF,Rate capability factor,1,transport,decrease,30,7.0,241.0,0.9755462683113764,0.9656991658734128,-0.009847102437963606,-1.0093936861660562,0.001772778964511863,flat,stable,"Rate capability factor: early=0.9755 → late=0.9657 (Δ=-0.009847, +0.0017731/100cyc) → flat · stable"
PER,분극 효율 비,1,transport,increase,0,,,,,,,,insufficient_data,n/a,
eta_max,최대 과전위 η,V,transport,increase,0,,,,,,,,insufficient_data,n/a,
eta_argmax_SOC,η 최댓값 SOC,%,transport,either,0,,,,,,,,insufficient_data,n/a,
LAM_PE_pattern_score,PE activity 패턴,0–1,mechanism,increase,30,7.0,241.0,0.567814051374859,0.9667070418095036,0.39889299043464466,70.2506374170906,0.16903538993837094,increasing,matches_aging,"PE activity 패턴: early=0.5678 → late=0.9667 (Δ=+0.3989, +0.1690–1/100cyc) → increasing · matches_aging"
contact_loss_score,접촉/스택 손실,0–1,mechanism,increase,30,7.0,241.0,0.6908024829482264,0.9558585346302928,0.26505605168206636,38.36929632198955,0.11985347179972557,increasing,matches_aging,"접촉/스택 손실: early=0.6908 → late=0.9559 (Δ=+0.2651, +0.11990–1/100cyc) → increasing · matches_aging"
LLI_pattern_score,LLI 패턴,0–1,mechanism,increase,30,7.0,241.0,0.2603961945847875,0.594224960409012,0.33382876582422444,128.20032426223744,0.12124468454365023,increasing,matches_aging,"LLI 패턴: early=0.2604 → late=0.5942 (Δ=+0.3338, +0.12120–1/100cyc) → increasing · matches_aging"
interface_R_score,계면 R 패턴,0–1,mechanism,increase,30,7.0,241.0,0.3860887306916983,0.7585306115340864,0.3724418808423881,96.46535918702907,0.16764521388327633,increasing,matches_aging,"계면 R 패턴: early=0.3861 → late=0.7585 (Δ=+0.3724, +0.16760–1/100cyc) → increasing · matches_aging"
solid_diffusion_score,고체확산 제한,0–1,mechanism,increase,30,7.0,241.0,0.4534816725150808,0.5954169512832987,0.14193527876821793,31.2990110451482,0.006326114664996737,flat,stable,"고체확산 제한: early=0.4535 → late=0.5954 (Δ=+0.1419, +0.0063260–1/100cyc) → flat · stable"
PE_side_score,PE lean 점수,0–1,electrode,increase,30,7.0,241.0,0.5024305839663368,0.8250302813571277,0.322599697390791,64.20781450923883,0.1377512453436054,increasing,matches_aging,"PE lean 점수: early=0.5024 → late=0.825 (Δ=+0.3226, +0.13780–1/100cyc) → increasing · matches_aging"
contact_stack_score,contact_stack lean,0–1,electrode,increase,30,7.0,241.0,0.6908024829482264,0.9558585346302928,0.26505605168206636,38.36929632198955,0.11985347179972557,increasing,matches_aging,"contact_stack lean: early=0.6908 → late=0.9559 (Δ=+0.2651, +0.11990–1/100cyc) → increasing · matches_aging"
